Zip,Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country
23559,62,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
46589,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States
8918,40,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,45,United-States
74998,30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
8975,50,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
9642,67,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
36530,44,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,20,United-States
75559,56,Private,1st-4th,Separated,Machine-op-inspct,Unmarried,White,Male,40,United-States
78454,29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States
30011,30,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States
97214,37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
33250,41,Private,11th,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States
19808,29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
77192,36,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
65559,60,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
73493,49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
31466,21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,30,United-States
21198,43,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
42853,41,Private,Prof-school,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,Japan
5869,30,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,29,United-States
94285,36,Private,5th-6th,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,Mexico
76077,33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
49282,63,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States
63924,36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
69062,26,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
49183,28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,United-States
83013,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico
21332,38,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
19291,23,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
72193,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States
93345,24,Self-emp-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,40,United-States
25645,35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
44226,76,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,30,United-States
82521,58,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States
78787,18,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,20,United-States
25687,52,Private,5th-6th,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,Mexico
81820,17,Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,40,United-States
70343,32,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Female,35,United-States
20060,32,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States
16012,18,Private,Some-college,Never-married,Sales,Own-child,White,Female,35,United-States
63345,20,Private,HS-grad,Never-married,Transport-moving,Other-relative,White,Male,40,United-States
2748,33,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,40,United-States
42199,28,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States
75705,49,Private,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,60,United-States
1693,60,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
29289,35,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States
72193,56,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,54,United-States
79731,26,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,United-States
82554,40,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
92469,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
1659,40,Local-gov,Some-college,Divorced,Transport-moving,Unmarried,White,Male,40,United-States
4213,54,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,40,United-States
72182,33,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States
1598,26,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,38,United-States
88542,18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,24,United-States
83441,49,Private,HS-grad,Divorced,Sales,Own-child,White,Female,40,United-States
17686,42,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
95001,45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
90468,62,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
11699,45,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
48527,68,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,20,United-States
90657,56,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
3934,28,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States
430,37,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
39058,67,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States
26518,52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
80215,24,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States
34855,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
47015,27,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
94225,24,Local-gov,Some-college,Never-married,Protective-serv,Unmarried,Other,Male,40,United-States
66676,63,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,40,United-States
11524,41,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
27782,22,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States
57313,57,Private,12th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States
97853,34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
96038,37,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
86106,38,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,36,Philippines
46963,32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States
7079,23,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
71855,36,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States
15095,20,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,Haiti
72131,22,Private,Some-college,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,40,Vietnam
66955,61,Private,12th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States
75997,42,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
82716,38,Private,Prof-school,Separated,Prof-specialty,Not-in-family,White,Male,35,United-States
64075,26,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
42970,18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,26,United-States
62925,33,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,40,United-States
78168,34,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
91322,67,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,10,United-States
61304,23,Private,Bachelors,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,Mexico
38148,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,South
418,18,Self-emp-not-inc,11th,Never-married,Sales,Own-child,White,Female,40,United-States
39470,58,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Greece
23587,43,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,24,United-States
28646,27,Private,Bachelors,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,Philippines
81484,43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,99,United-States
52819,49,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
62898,31,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States
88888,55,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
80610,20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States
82014,35,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States
3046,43,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,42,United-States
43647,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
98395,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
46798,23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States
33432,52,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
41037,49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,Hungary
36212,34,Self-emp-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,45,France
68203,17,Private,11th,Never-married,Craft-repair,Own-child,White,Male,30,United-States
68284,46,Local-gov,1st-4th,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States
67863,41,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,12,United-States
82890,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States
25179,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States
79131,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
80337,53,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,Black,Male,40,United-States
90309,67,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,44,United-States
29324,37,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
18900,24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
78789,24,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
68837,51,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
10027,60,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States
16107,20,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,20,United-States
86004,58,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States
11481,36,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
93266,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
99058,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
75386,50,Local-gov,Prof-school,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Laos
76896,52,Federal-gov,Bachelors,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States
64383,24,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States
26584,46,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,36,United-States
97706,31,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,40,United-States
7455,31,Private,12th,Never-married,Sales,Not-in-family,White,Male,50,United-States
28543,41,Private,12th,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States
19908,28,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States
10781,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
19551,63,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Cuba
45663,22,Private,HS-grad,Separated,Sales,Unmarried,White,Female,40,United-States
72738,34,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Philippines
88909,49,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
18485,52,Local-gov,9th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States
73580,20,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,20,United-States
50013,56,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal
3999,72,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States
75649,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
89835,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
93602,65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
48145,41,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
26160,32,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States
96311,33,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,30,United-States
68791,63,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,20,United-States
43687,21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,10,United-States
51551,61,Self-emp-not-inc,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
33116,39,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
57675,32,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,62,United-States
94640,41,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Other,Female,40,United-States
8102,31,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,38,United-States
10791,28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,United-States
19988,45,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,56,Germany
403,43,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,35,United-States
22821,24,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
67514,29,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,48,United-States
3674,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,England
43301,31,Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States
59443,32,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
48895,29,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States
25253,39,Private,10th,Widowed,Machine-op-inspct,Not-in-family,Black,Male,40,United-States
17461,35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,44,United-States
60905,37,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,12,Puerto-Rico
44609,46,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,37,United-States
5538,51,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
85608,26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,52,United-States
55671,23,Private,Some-college,Never-married,Exec-managerial,Own-child,Other,Female,40,United-States
62713,19,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,25,United-States
43346,41,Private,HS-grad,Widowed,Exec-managerial,Other-relative,White,Male,40,United-States
7825,36,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
93031,24,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
90492,49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States
17285,30,Private,Some-college,Never-married,Sales,Own-child,White,Male,30,United-States
88554,31,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,56,Mexico
10259,56,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States
93637,34,Federal-gov,Bachelors,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,Cambodia
49455,28,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,38,United-States
91174,32,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States
18861,27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
26639,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
32344,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States
13182,45,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States
31248,42,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
54146,31,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,Yugoslavia
67070,64,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States
4002,50,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States
78376,36,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
43298,22,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,30,United-States
89770,50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
32294,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
564,55,Local-gov,Assoc-voc,Separated,Prof-specialty,Unmarried,Black,Female,35,United-States
24998,44,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,45,United-States
45363,42,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,39,United-States
35088,57,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
65588,27,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States
85526,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
36771,54,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States
47966,18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,15,United-States
6808,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
97455,23,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
80448,41,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,91,United-States
68040,71,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,United-States
35482,32,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,50,United-States
73958,49,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
6012,53,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
18069,33,Private,Assoc-acdm,Divorced,Machine-op-inspct,Not-in-family,White,Female,42,United-States
57127,42,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
14753,61,Private,5th-6th,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,45,Mexico
59872,39,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,65,United-States
97153,57,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
95716,37,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
83415,23,Private,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,24,Vietnam
6893,34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
5746,27,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
36744,69,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States
58655,30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
2074,32,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
27625,28,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States
79298,30,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
55119,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
8179,35,Federal-gov,Some-college,Never-married,Handlers-cleaners,Unmarried,White,Female,40,United-States
23849,25,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
92979,70,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,5,United-States
75735,50,Private,HS-grad,Separated,Prof-specialty,Unmarried,Other,Female,60,Puerto-Rico
78148,47,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States
34867,42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
43586,38,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States
19377,40,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States
98974,18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,25,United-States
82243,57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States
12491,57,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,40,United-States
37759,52,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,40,United-States
43642,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
81994,29,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States
69446,52,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,40,United-States
93546,22,Private,5th-6th,Never-married,Priv-house-serv,Other-relative,White,Female,40,El-Salvador
89065,73,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States
29169,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
28922,30,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States
72953,19,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,White,Female,16,United-States
1903,39,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States
60592,30,Private,Some-college,Separated,Transport-moving,Not-in-family,White,Male,20,United-States
8978,38,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,United-States
73352,54,Private,10th,Divorced,Other-service,Unmarried,White,Female,40,United-States
84573,24,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,United-States
58494,31,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,42,United-States
10941,58,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
41793,38,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,40,United-States
69739,53,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
14670,48,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States
38857,24,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Philippines
63993,39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
25107,21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States
99060,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
18961,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States
87996,25,Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States
82179,37,Federal-gov,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,55,United-States
98010,39,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
56199,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States
6679,36,Private,1st-4th,Never-married,Other-service,Other-relative,Other,Female,40,El-Salvador
10225,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,30,United-States
75383,24,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,40,United-States
37597,22,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,25,United-States
21299,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
26559,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
63369,51,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States
61844,37,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States
4594,50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States
84163,21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,35,United-States
54802,33,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States
46866,44,Federal-gov,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States
65299,31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
11967,22,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,70,United-States
38596,67,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,25,United-States
40937,37,Private,5th-6th,Separated,Other-service,Unmarried,White,Female,40,United-States
65468,26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,53,United-States
78611,49,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
22378,61,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
66604,54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
70713,30,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,10,China
92607,33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,43,United-States
45235,31,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,20,United-States
7799,50,Private,Bachelors,Divorced,Sales,Unmarried,Black,Male,40,United-States
99169,17,Private,10th,Never-married,Sales,Own-child,Black,Female,15,United-States
88189,48,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,53,United-States
57712,65,Private,11th,Widowed,Other-service,Unmarried,Other,Male,40,United-States
12041,51,Private,HS-grad,Widowed,Tech-support,Unmarried,Black,Female,40,United-States
34199,31,Private,7th-8th,Separated,Craft-repair,Not-in-family,White,Female,40,United-States
21344,56,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
38436,41,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,40,United-States
48685,31,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
40466,50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States
61914,23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,16,United-States
20050,43,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,36,United-States
6663,23,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,India
